gene,log2FC,pvalue,padj,mean_tumor,mean_normal,baseMean,regulation
GENE_00140,0.0745493435241098,0.13509975726493928,0.9655500090404465,5.567652526761878,5.493103183237769,5.5303778549998235,NS
GENE_00141,0.040483832502216544,0.4670737900852162,0.9869593401372023,5.558674235771718,5.518190403269501,5.538432319520609,NS
GENE_00142,-0.10651791381006959,0.03673114667240677,0.8721583348646612,5.540113533146243,5.646631446956313,5.593372490051278,NS
GENE_00143,-0.05136987741513366,0.37227638486778747,0.9869593401372023,5.565875968455683,5.6172458458708165,5.59156090716325,NS
GENE_00144,0.0015471131311493025,0.9770627052542569,0.9997733431489237,5.5515598611135255,5.550012747982376,5.550786304547951,NS
GENE_00145,0.017593349823663118,0.7045182574028346,0.9906007871464777,5.587135457900013,5.56954210807635,5.578338782988181,NS
GENE_00146,-0.038111374680338095,0.5206642851883087,0.9906007871464777,5.543987979404609,5.5820993540849475,5.563043666744779,NS
GENE_00147,0.015114315762593478,0.7633277224203615,0.991262985535964,5.575580316717951,5.5604660009553575,5.568023158836654,NS
GENE_00148,0.0370949337805877,0.48259162388935745,0.9870230653993868,5.567656764891604,5.530561831111016,5.54910929800131,NS
GENE_00149,0.017887947546957328,0.6978541456918381,0.9906007871464777,5.5599758919773485,5.542087944430391,5.55103191820387,NS
GENE_00150,0.08189352308644082,0.14199826923704986,0.969805762381504,5.547643945848239,5.465750422761798,5.506697184305018,NS
GENE_00151,-0.011224049938606484,0.8307395789899711,0.9921732246245829,5.562331179596997,5.573555229535604,5.5679432045663,NS
GENE_00152,-0.04020529627176028,0.38419559672532066,0.9869593401372023,5.528472168844953,5.568677465116713,5.5485748169808335,NS
GENE_00153,0.010326270077574584,0.8470028499980712,0.9921732246245829,5.561109474240499,5.550783204162925,5.5559463392017125,NS
GENE_00154,-0.05256936997360029,0.30827796485236514,0.9869593401372023,5.532208245229418,5.584777615203018,5.558492930216218,NS
GENE_00155,-0.11930167016817972,0.027641453178041158,0.8220806993902333,5.534394636155825,5.653696306324004,5.594045471239914,NS
GENE_00156,-0.06907268763722296,0.20788463742799584,0.9819741088303625,5.548247217546946,5.617319905184169,5.582783561365558,NS
GENE_00157,-0.0034348927318230693,0.948946037823495,0.9986414204186351,5.554921337913072,5.558356230644895,5.5566387842789835,NS
GENE_00158,0.022408253893403618,0.6583854961766936,0.9906007871464777,5.56420738655345,5.541799132660047,5.553003259606749,NS
GENE_00159,0.002782754285231448,0.9611554103756144,0.9997733431489237,5.562089167174419,5.559306412889187,5.560697790031803,NS
GENE_00160,-0.014787063784238441,0.750923515424255,0.9906007871464777,5.573618730207893,5.588405793992131,5.581012262100012,NS
GENE_00161,0.002494580172418992,0.9597822605888296,0.9997733431489237,5.526486073210359,5.52399149303794,5.525238783124149,NS
GENE_00162,-0.08939111999325622,0.0789284295340131,0.9270037495217542,5.520963129078825,5.610354249072081,5.565658689075454,NS
GENE_00163,-0.03508096769332525,0.4662278325080998,0.9869593401372023,5.566090664007016,5.601171631700341,5.583631147853678,NS
GENE_00164,-0.006931931373186373,0.8952503922029643,0.994294140420419,5.548396163354958,5.555328094728145,5.5518621290415515,NS
GENE_00165,0.049740446048192055,0.37009562693856146,0.9869593401372023,5.571035966964393,5.521295520916201,5.546165743940297,NS
GENE_00166,0.03334649869122508,0.4710309256615265,0.9869593401372023,5.588291810375591,5.554945311684366,5.571618561029979,NS
GENE_00167,0.016815428816322253,0.7358487609780338,0.9906007871464777,5.545841598570538,5.529026169754216,5.537433884162377,NS
GENE_00168,-0.04474880176725904,0.4333135936413375,0.9869593401372023,5.5539416231368754,5.5986904249041345,5.576316024020505,NS
GENE_00169,-0.05371040302221797,0.26528158023902676,0.9869593401372023,5.557692192394473,5.611402595416691,5.5845473939055825,NS
GENE_00170,-0.010446735362497073,0.85503081066765,0.9921732246245829,5.541276827173564,5.551723562536061,5.546500194854813,NS
GENE_00171,-0.030611162729217156,0.575553460036513,0.9906007871464777,5.5585919171204115,5.589203079849629,5.57389749848502,NS
GENE_00172,0.019481269387153333,0.7187470120076629,0.9906007871464777,5.512398566960644,5.492917297573491,5.502657932267067,NS
GENE_00173,0.07321724784473016,0.19737663163218278,0.9778765801741449,5.561509037572216,5.488291789727485,5.524900413649851,NS
GENE_00174,-0.002454867885249179,0.9628620347215314,0.9997733431489237,5.554370302640576,5.556825170525825,5.5555977365832,NS
GENE_00175,0.04081604787783899,0.38779782759861364,0.9869593401372023,5.561044429122357,5.520228381244518,5.540636405183438,NS
GENE_00176,-0.09279167554597478,0.13308419490649973,0.960749318089134,5.572244854906571,5.665036530452546,5.618640692679558,NS
GENE_00177,0.06007704187583229,0.3079946091129038,0.9869593401372023,5.526757350369555,5.466680308493722,5.4967188294316385,NS
GENE_00178,-0.02089103149848448,0.7141246201115267,0.9906007871464777,5.5396891425739865,5.560580174072471,5.550134658323229,NS
GENE_00179,0.013560904479440694,0.8245352645492954,0.9921732246245829,5.555220712556988,5.541659808077547,5.548440260317268,NS
GENE_00180,0.01228642023984694,0.8133782650609116,0.9921732246245829,5.58438019806122,5.572093777821373,5.578236987941297,NS
GENE_00181,0.013324393012576152,0.828613370195577,0.9921732246245829,5.548279772852518,5.534955379839942,5.54161757634623,NS
GENE_00182,0.011586831813958476,0.8284480038694267,0.9921732246245829,5.559423711772572,5.547836879958614,5.553630295865593,NS
GENE_00183,0.09915100271491184,0.023036714161457375,0.7980201340317229,5.582163881652828,5.483012878937916,5.532588380295372,NS
GENE_00184,-0.01930476341916254,0.653132662976941,0.9906007871464777,5.5490359538394305,5.568340717258593,5.558688335549012,NS
GENE_00185,0.032802001384251156,0.581988101785408,0.9906007871464777,5.5469041551244525,5.514102153740201,5.530503154432327,NS
GENE_00186,0.0191179021449841,0.731770461414487,0.9906007871464777,5.573101074639564,5.55398317249458,5.563542123567072,NS
GENE_00187,0.028864153081723742,0.5501100376612174,0.9906007871464777,5.546598787147218,5.517734634065494,5.532166710606356,NS
GENE_00188,0.008173045343324858,0.8701053638068222,0.9930824710646935,5.570954047445959,5.562781002102634,5.566867524774296,NS
GENE_00189,-0.0887408425978089,0.0738937604261799,0.9171606713867437,5.528319454386583,5.617060296984392,5.572689875685487,NS
GENE_00190,-0.07288214345943267,0.13008281142689698,0.9604794630325862,5.543026279446293,5.615908422905726,5.579467351176009,NS
GENE_00191,0.019439078180763403,0.711354279583717,0.9906007871464777,5.574310569926728,5.554871491745964,5.564591030836346,NS
GENE_00192,-0.02641459112426059,0.567857099544121,0.9906007871464777,5.581730834477525,5.608145425601785,5.594938130039655,NS
GENE_00193,-0.04654710352687186,0.2803638646079803,0.9869593401372023,5.5632601056582125,5.609807209185084,5.586533657421649,NS
GENE_00194,-0.0038902622590546443,0.9402322616051615,0.997361105742067,5.564328946042267,5.568219208301322,5.566274077171794,NS
GENE_00195,0.050209583158658866,0.3234858451281805,0.9869593401372023,5.530227120325782,5.480017537167123,5.505122328746452,NS
GENE_00196,-0.02589026719045684,0.6628760034674199,0.9906007871464777,5.568471081776566,5.5943613489670225,5.581416215371794,NS
GENE_00197,0.01630307598138181,0.8002490481184867,0.9921732246245829,5.53846369228713,5.522160616305748,5.530312154296439,NS
GENE_00198,0.024826899389639223,0.609117986808681,0.9906007871464777,5.542061115805288,5.517234216415649,5.529647666110469,NS
GENE_00199,0.056491166171429796,0.3831643295832186,0.9869593401372023,5.55277409034296,5.49628292417153,5.524528507257245,NS
GENE_00200,-0.04629467027548273,0.3744279221072763,0.9869593401372023,5.560241177422479,5.606535847697962,5.58338851256022,NS
GENE_00201,-0.053047313962157006,0.31392572869511054,0.9869593401372023,5.57222988848533,5.625277202447487,5.598753545466408,NS
GENE_00202,-0.04742225822274104,0.3648952032545944,0.9869593401372023,5.539934957486041,5.587357215708782,5.563646086597412,NS
GENE_00203,0.06228100805122594,0.27730693122513494,0.9869593401372023,5.558038412636232,5.495757404585006,5.526897908610619,NS
GENE_00204,0.004169821983928124,0.9316137081323325,0.9964658026728513,5.547650253355092,5.543480431371164,5.545565342363128,NS
GENE_00205,0.09455966738407806,0.048364770920165244,0.8975385806403693,5.585285724204486,5.490726056820408,5.538005890512448,NS
GENE_00206,0.01724333548506518,0.7154972892830216,0.9906007871464777,5.5776763349563385,5.560432999471273,5.5690546672138055,NS
GENE_00207,-0.038538442048092314,0.4066294437714858,0.9869593401372023,5.540283860919779,5.578822302967871,5.559553081943825,NS
GENE_00208,0.10029011931887855,0.05938779828694105,0.9038990800587142,5.596054378451379,5.495764259132501,5.54590931879194,NS
GENE_00209,0.10964391471123225,0.03192896697285662,0.8474485144738273,5.580425495572231,5.470781580860999,5.525603538216615,NS
GENE_00210,-0.008682841693546273,0.8756308484863811,0.9936895231652877,5.5110087290921195,5.519691570785666,5.515350149938893,NS
GENE_00211,0.005041908394098904,0.9267267276470637,0.9964658026728513,5.558890463284462,5.553848554890363,5.556369509087412,NS
GENE_00212,-0.03841712290891319,0.49106648265245617,0.9890962025710123,5.549308393774189,5.587725516683102,5.568516955228645,NS
GENE_00213,0.08139318694173703,0.07097158739678261,0.9108263269607624,5.551330449298555,5.469937262356818,5.510633855827686,NS
GENE_00214,-0.026338629473919184,0.585099328229997,0.9906007871464777,5.553959695764887,5.5802983252388065,5.567129010501847,NS
GENE_00215,-0.0630394277367321,0.17577825215148724,0.969805762381504,5.565362730661472,5.628402158398204,5.596882444529838,NS
GENE_00216,-0.018715822405700244,0.7093465204308426,0.9906007871464777,5.545004851713315,5.563720674119015,5.554362762916165,NS
GENE_00217,0.014316135474244263,0.7973667723628748,0.9921732246245829,5.564374843920381,5.550058708446136,5.5572167761832585,NS
GENE_00218,0.06411289807480003,0.236066256582822,0.9869593401372023,5.564402784581195,5.500289886506395,5.532346335543795,NS
GENE_00219,-0.039726476279167144,0.3866855829178307,0.9869593401372023,5.582619021929337,5.622345498208504,5.60248226006892,NS
GENE_00220,-0.04242870873014226,0.4340216398570591,0.9869593401372023,5.554782878227182,5.597211586957324,5.575997232592253,NS
GENE_00221,-0.01711718681877894,0.77436031482638,0.991262985535964,5.543541202838,5.560658389656779,5.55209979624739,NS
GENE_00222,0.009252936932165667,0.88169769001873,0.994294140420419,5.564941905618948,5.555688968686782,5.560315437152865,NS
GENE_00223,-0.004735172773859375,0.9338536312594113,0.9964658026728513,5.554447010928095,5.559182183701954,5.556814597315024,NS
GENE_00224,-0.037420173449680405,0.4989214073097561,0.9906007871464777,5.560632078213197,5.598052251662877,5.579342164938037,NS
GENE_00225,-0.07086739207670067,0.21790031184843717,0.9869593401372023,5.534245026231397,5.605112418308098,5.569678722269748,NS
GENE_00226,-0.08586646933988984,0.10434626405467991,0.9499841956908222,5.547541065821056,5.633407535160946,5.590474300491001,NS
GENE_00227,-0.019342655071905135,0.6894536029984678,0.9906007871464777,5.52180379002363,5.541146445095535,5.531475117559582,NS
GENE_00228,-0.0822849957970968,0.09598326354965496,0.9470717258346942,5.52602997924228,5.608314975039376,5.5671724771408275,NS
GENE_00229,0.00013040139741882228,0.9976209907689348,0.9997733431489237,5.559532948892813,5.559402547495394,5.559467748194104,NS
GENE_00230,0.09203281437744693,0.09945166797404122,0.9470717258346942,5.559964266515416,5.467931452137969,5.513947859326692,NS
GENE_00231,-0.08364437935694369,0.062443961140342695,0.9038990800587142,5.555108406893073,5.638752786250016,5.596930596571545,NS
GENE_00232,-0.04763520828545964,0.35818263844345494,0.9869593401372023,5.55377043731133,5.60140564559679,5.57758804145406,NS
GENE_00233,0.03898604364762015,0.46836543103929307,0.9869593401372023,5.542469346946822,5.503483303299202,5.522976325123012,NS
GENE_00234,-0.006300627727767072,0.9069387254336008,0.994294140420419,5.570702132274538,5.577002760002305,5.573852446138421,NS
GENE_00235,-0.0128079996200956,0.8020476107777186,0.9921732246245829,5.569076588079174,5.581884587699269,5.5754805878892215,NS
GENE_00236,0.027094785612710837,0.6625574448301503,0.9906007871464777,5.531713264106523,5.504618478493812,5.518165871300168,NS
GENE_00237,-0.02852719615220689,0.5537306417979792,0.9906007871464777,5.585398826004927,5.613926022157134,5.59966242408103,NS
GENE_00238,-0.08703438698850086,0.11045130048106326,0.9530430252008375,5.54156255420971,5.628596941198211,5.58507974770396,NS
GENE_00239,0.0771248021523201,0.17101668026730812,0.969805762381504,5.562205560442191,5.485080758289871,5.523643159366031,NS
GENE_00240,-0.062044608684671765,0.14384114325548547,0.969805762381504,5.551033188501741,5.6130777971864125,5.582055492844077,NS
GENE_00241,0.0041752026530703645,0.9376857458230012,0.9964693984806059,5.538884943616958,5.534709740963888,5.5367973422904235,NS
GENE_00242,0.01649427660503644,0.742700743305182,0.9906007871464777,5.552878520020052,5.536384243415015,5.544631381717533,NS
GENE_00243,0.045301632631805866,0.39250134954800764,0.9869593401372023,5.566416751226789,5.521115118594983,5.543765934910885,NS
GENE_00244,-0.02024386208630613,0.7211683152079142,0.9906007871464777,5.559953487612567,5.5801973496988735,5.570075418655721,NS
GENE_00245,0.034072523248000586,0.5416850061635333,0.9906007871464777,5.563210747522404,5.529138224274403,5.546174485898403,NS
GENE_00246,0.022701060595799127,0.6704262947315187,0.9906007871464777,5.572402854819508,5.549701794223709,5.561052324521608,NS
GENE_00247,0.06760681835713811,0.22660081626094555,0.9869593401372023,5.547374403260618,5.47976758490348,5.513570994082049,NS
GENE_00248,0.05475433167744459,0.2733760304889858,0.9869593401372023,5.577255593761351,5.522501262083907,5.5498784279226285,NS
GENE_00249,-0.05497171748838792,0.35183449265288785,0.9869593401372023,5.548681285862522,5.60365300335091,5.576167144606716,NS
GENE_00250,-0.0238936311223803,0.6497632852002457,0.9906007871464777,5.560589026701079,5.584482657823459,5.572535842262269,NS
GENE_00251,-0.06693747322362587,0.1219863246610345,0.9582690920023599,5.53320991878293,5.600147392006556,5.5666786553947425,NS
GENE_00252,-0.045885202116971335,0.3684387238780147,0.9869593401372023,5.57139470546079,5.617279907577761,5.594337306519275,NS
GENE_00253,0.022712871653927102,0.6737273166946984,0.9906007871464777,5.5565976028189965,5.533884731165069,5.545241166992033,NS
GENE_00254,-0.02522576278752009,0.6642366636759915,0.9906007871464777,5.584863065668356,5.6100888284558765,5.597475947062117,NS
GENE_00255,-0.019492150619937476,0.7013843908749993,0.9906007871464777,5.556205839363352,5.57569798998329,5.565951914673321,NS
GENE_00256,0.013486849644514187,0.7949464674809967,0.9921732246245829,5.571751356588318,5.558264506943804,5.565007931766061,NS
GENE_00257,0.07086503550816303,0.1926726019526913,0.977096629413391,5.556246884677815,5.485381849169652,5.520814366923734,NS
GENE_00258,-0.00995684257312579,0.8640765802268723,0.9929018643764642,5.546134541955352,5.556091384528478,5.5511129632419145,NS
GENE_00259,-0.040828162225374776,0.4365034529701152,0.9869593401372023,5.574824153441409,5.615652315666784,5.595238234554097,NS
GENE_00260,-0.05903817485154672,0.26425739172773954,0.9869593401372023,5.535270693822214,5.59430886867376,5.5647897812479865,NS
GENE_00261,0.033615175609647885,0.5066640170657633,0.9906007871464777,5.572794392372943,5.539179216763295,5.5559868045681196,NS
GENE_00262,0.07410468125304526,0.18958309064385342,0.9747908287994269,5.551220701810213,5.477116020557168,5.514168361183691,NS
GENE_00263,0.07879405516368632,0.0930196837447972,0.9457290229474435,5.569960916093559,5.491166860929873,5.5305638885117165,NS
GENE_00264,0.03636107891792939,0.44373326949597347,0.9869593401372023,5.5565138407585675,5.520152761840638,5.538333301299603,NS
GENE_00265,0.042581140654236016,0.38958942963135673,0.9869593401372023,5.549776987394079,5.507195846739843,5.528486417066961,NS
GENE_00266,0.015129466389043777,0.7816760909304434,0.9920114893062324,5.5738400424825985,5.558710576093555,5.566275309288077,NS
GENE_00267,-0.023565351090779174,0.6536150976798795,0.9906007871464777,5.558928094597939,5.582493445688718,5.570710770143329,NS
GENE_00268,0.0508646074362904,0.31321898014561067,0.9869593401372023,5.567349318985547,5.516484711549257,5.541917015267402,NS
GENE_00269,0.039793293730224555,0.45384362193130146,0.9869593401372023,5.56885342667869,5.529060132948466,5.548956779813578,NS
GENE_00270,0.008435529191865854,0.8668820895759349,0.9929018643764642,5.5566552083265375,5.548219679134672,5.5524374437306045,NS
GENE_00271,0.004385070341244024,0.9383043793446343,0.9964999780635453,5.555089073020574,5.55070400267933,5.552896537849952,NS
GENE_00272,0.002616150308029752,0.9618314963110194,0.9997733431489237,5.53690977036747,5.53429362005944,5.535601695213455,NS
GENE_00273,0.06489908440773995,0.19009128378123671,0.9747908287994269,5.573842397637792,5.508943313230052,5.541392855433922,NS
